"account_id","ip_drift","velocity_drift","foreign_pct_drift","spend_ratio_drift","drift_signals_positive","pre_crime_verdict"
"ACC0039220","2.78","0.60","60.00","1.01",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0024350","2.72","0.63","10.53","0.18",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0018823","2.71","0.03","10.00","3.80",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0013732","2.66","0.13","3.75","1.38",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0045210","2.60","0.14","9.09","0.36",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0024189","2.54","0.71","27.78","0.82",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0032164","2.53","0.27","6.67","0.55",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0029264","2.49","0.05","20.00","1.41",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0021694","2.48","0.17","6.36","0.61",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0046586","2.48","0.38","15.38","2.62",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0012644","2.47","0.50","16.67","0.18",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0024721","2.46","0.10","14.29","1.30",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0034312","2.45","0.29","35.71","5.63",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0009141","2.45","0.87","13.33","2.47",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0003213","2.44","0.24","29.41","2.36",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0047524","2.43","0.39","5.56","1.66",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0010891","2.40","0.36","21.43","1.24",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0040456","2.40","0.71","4.76","0.62",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0047787","2.39","0.04","19.50","0.09",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0021627","2.33","0.15","10.00","0.29",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0008767","2.33","0.55","21.43","2.67",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0002460","2.31","0.36","7.14","0.83",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0048073","2.31","0.52","38.89","0.39",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0022132","2.31","0.43","42.86","1.41",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0010697","2.28","0.65","6.67","1.68",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0046350","2.22","0.45","11.90","0.41",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0020410","2.22","0.21","21.43","3.92",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0030681","2.22","0.14","4.17","1.02",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0022777","2.22","0.14","3.10","0.19",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0021063","2.20","0.20","13.57","0.42",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0044657","2.19","0.12","38.10","1.62",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0025309","2.15","0.01","32.38","0.28",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0005669","2.12","0.50","10.00","0.64",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0023286","2.08","0.54","12.50","0.39",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0048593","2.08","0.29","26.19","2.14",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0048820","2.08","0.19","16.36","1.50",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0010454","2.07","0.18","9.09","1.55",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0000635","1.99","0.33","27.78","0.11",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0048505","1.93","0.46","15.38","0.05",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0028089","1.91","0.02","16.54","1.92",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0015069","1.90","0.50","10.00","0.32",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0008549","1.89","0.37","5.26","0.17",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0033511","1.86","0.20","20.00","0.32",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0039687","1.86","0.20","15.00","0.27",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0017064","1.85","0.33","33.33","2.67",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0045275","1.84","0.40","16.67","0.83",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0024496","1.80","0.05","3.57","1.58",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0023753","1.80","0.50","33.33","0.19",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0035067","1.77","0.54","15.38","3.80",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0029794","1.74","0.02","5.13","3.27",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0016405","1.70","0.15","7.69","0.35",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0034142","1.68","0.78","22.22","1.06",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0007579","1.60","0.20","30.00","0.43",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0012532","1.60","0.70","16.67","1.07",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0005315","1.60","0.11","22.22","0.30",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0017211","1.58","0.25","8.33","2.62",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0031237","1.52","0.02","16.36","0.23",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0017982","1.51","0.03","6.36","2.13",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0042426","1.48","0.43","9.06","0.94",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0014999","1.47","0.31","42.86","0.17",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0035438","1.38","0.14","8.10","0.22",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0023803","1.36","0.26","14.10","1.80",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0044837","1.34","0.23","14.39","0.31",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0014083","1.28","1.00","8.33","1.94",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0038090","1.24","0.47","4.76","0.80",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0024709","1.19","0.09","9.09","1.86",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0035546","1.18","0.03","15.91","0.54",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0020222","1.17","0.51","11.78","0.52",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0023136","1.14","0.08","11.54","3.09",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0045076","1.14","0.19","4.76","0.32",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0015252","1.13","0.33","8.33","1.92",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0009810","1.07","0.29","6.36","1.84",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0000969","1.02","0.17","16.67","0.14",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0006500","0.99","0.50","25.00","0.26",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0031307","0.95","0.08","25.00","0.55",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0011113","0.92","0.15","7.69","0.14",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0034780","0.86","0.16","15.00","9.43",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0013296","0.85","0.25","12.50","2.07",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0031706","0.83","0.25","14.29","2.93",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0048083","0.82","0.16","6.53","0.76",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0002527","0.73","0.40","20.00","0.59",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0035864","0.72","0.39","35.71","0.13",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0036531","0.69","0.47","13.33","0.11",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0002421","0.65","1.00","16.67","1.23",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0004336","0.61","0.02","4.49","5.76",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0021857","0.61","1.04","20.83","1.09",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0021201","0.60","0.16","1.25","1.77",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0009894","0.58","0.24","22.43","2.00",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0020130","0.54","0.43","14.29","12.90",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0040581","0.52","0.83","16.67","3.48",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0032657","0.48","0.38","6.25","2.57",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0007558","0.44","0.29","28.57","0.06",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0022960","0.42","0.40","20.00","0.69",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0030581","0.40","0.07","11.90","2.75",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0032765","0.38","0.36","54.76","3.61",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0003981","0.37","0.13","15.17","2.63",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0040113","0.33","0.15","7.69","0.38",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0049800","0.32","0.17","15.36","0.85",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0044073","0.30","0.65","7.05","0.09",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0044709","0.30","0.42","13.46","0.19",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0022768","0.29","0.08","46.15","1.56",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0008368","0.26","0.50","10.00","0.17",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0027316","0.25","0.67","33.33","0.55",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0001715","0.19","0.73","16.67","3.92",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0006855","0.19","0.14","21.43","2.16",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0004980","0.16","0.58","8.33","0.55",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0011904","0.15","0.17","33.33","1.74",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0013883","0.13","0.73","16.67","1.45",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0022259","0.13","0.72","13.46","0.29",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0035621","0.11","0.05","3.68","0.18",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0007591","0.08","0.50","50.00","1.24",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0045586","0.06","0.36","13.19","0.05",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0034274","0.04","0.40","6.06","1.95",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0031810","0.03","0.52","14.71","1.41",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0016807","0.03","0.11","26.36","4.98",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0010648","0.01","0.88","11.90","3.48",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0040064","0.01","0.21","8.33","6.48",4,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0033362","28.45","0.29","-3.57","1.10",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0003181","28.20","-1.20","40.00","2.78",3,"🟢 No clear drift"
"ACC0010353","26.70","-0.20","60.00","3.41",3,"🟢 No clear drift"
"ACC0040126","24.78","0.17","50.00","-0.66",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0001323","23.61","-0.14","57.14","0.04",3,"🟢 No clear drift"
"ACC0011930","23.43","-0.64","8.93","1.44",3,"🟢 No clear drift"
"ACC0048525","22.92","0.38","20.83","-3.57",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0006091","22.07","0.67","50.00","-2.21",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0041908","21.50","0.60","40.00","-3.24",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0049123","21.39","0.16","23.21","-0.12",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0002526","21.22","-0.13","50.00","4.51",3,"🟢 No clear drift"
"ACC0017968","21.18","0.51","4.95","-0.01",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0025857","21.05","1.00","33.33","-6.55",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0022667","20.91","-1.17","50.00","3.68",3,"🟢 No clear drift"
"ACC0034725","20.35","0.50","16.67","-2.51",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0012369","20.18","0.33","66.67","-3.03",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0000274","20.16","0.13","0.00","0.37",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0000612","19.56","0.90","-2.38","0.30",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0013518","19.19","1.14","27.78","-1.67",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0047410","18.72","0.17","23.81","-1.81",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0019078","18.63","-0.10","13.33","0.20",3,"🟢 No clear drift"
"ACC0025240","18.62","-0.36","18.18","0.46",3,"🟢 No clear drift"
"ACC0038040","18.58","0.60","-20.00","0.66",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0038448","18.44","-0.80","40.00","4.13",3,"🟢 No clear drift"
"ACC0008086","18.41","2.05","7.14","-0.17",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0010108","18.07","-0.33","28.57","0.98",3,"🟢 No clear drift"
"ACC0002958","18.05","0.15","15.38","-0.96",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0014958","17.86","-0.01","31.94","0.56",3,"🟢 No clear drift"
"ACC0026903","17.82","0.20","30.00","-4.09",3,"🔴 Pre-crime drift detected — escalate for early review"
"ACC0039295","17.44","0.58","-27.78","1.17",3,"🔴 Pre-crime drift detected — escalate for early review"
